social_network,outbound_post,status,account,account_type,author_name,campaign_name,permalink,scheduledtime,publishedtime,tags,published_date,day_of_week,time_of_day,events_outbound_message,media_format_outbound_message,related_product_outbound_message,msft_learn_product_program_outbound_message,c_641deea526668532c520df4c,msft_learn_content_owner_outbound_message,msft_learn_primary_audience_outbound_message,primary_objective_outbound_message,media_type,permalink_1,account_1,msft_learn_approvers_outbound_message,msft_learn_pillar_outbound_message,msft_learn_cta_outbound_message,gdc_impressions_sum,gdc_total_engagements_sum,post_likes_and_reactions_sum,post_comments_sum,post_shares_sum,estimated_clicks_sum,gdc_total_engagement_views_sum,count_of_positive_comments_sum,count_of_neutral_comments_sum,count_of_negative_comments_sum,followers_at_post_time_sum,instagram_business_post_impressions_sum,x_poll_votes_sum,stories_alcance,stories_visitas_perfil,stories_navegacao,ER,ER w/o swipes,Week
Threads,"A clear path to getting Excel certified:
• Intermediate Certification: Microsoft Office Specialist: Excel Associate (Microsoft 365 Apps)
• Advanced Certification: Microsoft Office Specialist: Excel Expert (Microsoft 365 Apps)",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DXpj-tSGpIn,2026-04-27 17:00:00,2026-04-27 17:00:21,,04-27-2026 17:00,Monday,17:00,, , ,Microsoft Certifications, ,MSFT Learn | Agency (Dojo) created,Biz User,,Text,https://www.threads.com/@microsoftlearn/post/DXpj-tSGpIn,microsoftlearn,,Informational,,616,15,11,1,3,0,15,0,1,0,15351,0,,,,,2.44,2.44,202604-W4
TikTok,Just a little corner déjà vu 📎,SENT,Microsoft Learn,TIKTOK_BUSINESS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.tiktok.com/@microsoftlearn/video/7634509673021869325,2026-04-30 07:17:39,2026-04-30 07:17:39,,04-30-2026 07:17,Thursday,07:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Video,https://www.tiktok.com/@microsoftlearn/video/7634509673021869325,Microsoft Learn,,Conversation,,649,51,46,5,0,0,700,0,5,0,10003,0,,,,,7.86,7.86,202604-W5
Threads,Do you ever revisit something you learned months ago and realize it finally makes sense now?,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DXHOtl4GIk9,2026-04-14 09:00:00,2026-04-14 09:00:05,,04-14-2026 09:00,Tuesday,09:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DXHOtl4GIk9,microsoftlearn,,Conversation,,654,33,21,11,1,0,33,2,8,1,15041,0,,,,,5.05,5.05,202604-W2
Threads,“This should only take a few minutes” …famous last words.,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DXzQTRNmoHJ,2026-05-01 11:20:28,2026-05-01 11:20:48,,05-01-2026 11:20,Friday,11:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DXzQTRNmoHJ,microsoftlearn,,Conversation,,678,8,7,0,1,0,8,0,0,0,15432,0,,,,,1.18,1.18,202605-W1
Threads,Everyone loves the idea of getting better but very few people enjoy the part where it’s confusing.,SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DXJ1iAfFlo1,2026-04-15 09:17:41,2026-04-15 09:17:41,,04-15-2026 09:17,Wednesday,09:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DXJ1iAfFlo1,microsoftlearn,,Conversation,,680,27,18,6,3,0,27,2,4,0,15104,0,,,,,3.97,3.97,202604-W3
Threads,"Have you ever heard the term “VM” and wondered what it actually means? A Virtual Machine (VM) is basically a computer in the cloud.
• You install the operating system, apps, and tools just like a physical machine.
• Azure handles the hardware for you.
Use a VM when you need control, customization, or a fast way to spin up a server.",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DXNqs36GGiR,2026-04-16 21:00:00,2026-04-16 21:00:05,,04-16-2026 21:00,Thursday,21:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Text,https://www.threads.com/@microsoftlearn/post/DXNqs36GGiR,microsoftlearn,,Educational,,775,14,10,4,0,0,14,2,2,0,15177,0,,,,,1.81,1.81,202604-W3
Threads,Dashboards are useless if nobody acts on them. Do it right: connect metrics to decisions so every number tells you what to do next.,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DWo0EtYlmxz,2026-04-02 13:30:00,2026-04-02 13:30:06,,04-02-2026 13:30,Thursday,13:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DWo0EtYlmxz,microsoftlearn,,Conversation,,852,14,14,0,0,0,14,0,0,0,14383,0,,,,,1.64,1.64,202604-W1
Threads,"The reality is most people don’t need more courses, they need to finish one first before they move on.",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DW2K_hLiVJh,2026-04-07 18:00:24,2026-04-07 18:00:24,,04-07-2026 18:00,Tuesday,18:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DW2K_hLiVJh,microsoftlearn,,Conversation,,951,19,18,0,1,0,19,0,0,0,14628,0,,,,,2.0,2.0,202604-W1
Instagram,"From your first role to leadership, AI can help you learn faster, communicate more clearly, and make better decisions.
This blog shows how business users apply AI at every career stage:
• Early career: ramp up faster, build confidence, and draft clearer work
• Mid-career: scale your impact, align stakeholders, and streamline workflows
• Leadership: spot patterns, pressure-test strategy, and coach more effectively
You’ll also find guidance on AI Skills Navigator, with role-based training to keep building the right skills for what’s next.
🔗 Read the blog at the link in bio.",SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/p/DXrtdKMj23J/,2026-04-28 13:03:01,2026-04-28 13:03:01,,04-28-2026 13:03,Tuesday,13:00,, , ,Blog, ,MSFT Learn | Microsoft created,Biz User,,Photo,https://www.instagram.com/p/DXrtdKMj23J/,microsoftlearn,Thought Leadership Approver Group,Informational,Other,1002,15,10,0,0,0,15,0,0,0,127107,0,,,,,1.5,1.5,202604-W4
Threads,"Watching the tutorial: got it.
Doing it alone: I do not got it.",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DXw25d6GiX_,2026-04-30 13:00:00,2026-04-30 13:00:20,,04-30-2026 13:00,Thursday,13:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DXw25d6GiX_,microsoftlearn,,Conversation,,1044,17,15,2,0,0,17,0,2,0,15415,0,,,,,1.63,1.63,202604-W5
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3877365876249319459,2026-04-17 11:00:52,2026-04-17 11:00:52,,04-17-2026 11:00,Friday,11:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,NextGen,,Photo,https://www.instagram.com/stories/microsoftlearn/3877365876249319459,microsoftlearn,,Conversation,,1134,11,11,0,0,0,849,0,0,0,125690,947,,940.0,7.0,1056.0,0.97,0.97,202604-W3
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3877558869077987594,2026-04-17 17:24:19,2026-04-17 17:24:19,,04-17-2026 17:24,Friday,17:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3877558869077987594,microsoftlearn,,Conversation,Other,1153,38,15,1,1,21,815,0,0,0,125690,893,,915.0,2.0,999.0,3.3,3.3,202604-W3
Threads,"Consistency is hard without a system. Find a way to make learning part of your day, even 10 minutes at a time, and you’ll see the difference.",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DW6dmvUFgRi,2026-04-09 10:00:00,2026-04-09 10:00:20,,04-09-2026 10:00,Thursday,10:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DW6dmvUFgRi,microsoftlearn,,Conversation,,1107,21,15,3,3,0,21,0,3,0,14745,0,,,,,1.9,1.9,202604-W2
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3877557716273543318,2026-04-17 17:22:01,2026-04-17 17:22:01,,04-17-2026 17:22,Friday,17:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3877557716273543318,microsoftlearn,,Conversation,,1152,16,16,0,0,0,942,0,0,0,125690,928,,928.0,1.0,1049.0,1.39,1.39,202604-W3
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3867383496247815280,2026-04-03 16:27:40,2026-04-03 16:27:40,,04-03-2026 16:27,Friday,16:00,, , ,Docs, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3867383496247815280,microsoftlearn,,Informational,Microsoft Learn,2101,32,31,0,0,1,960,0,0,0,122391,1024,,1828.0,3.0,1117.0,1.52,1.52,202604-W1
Threads,Here’s your next course: finish the one you started first.,SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DXjqWOslvTj,2026-04-25 10:00:13,2026-04-25 10:00:13,,04-25-2026 10:00,Saturday,10:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DXjqWOslvTj,microsoftlearn,,Conversation,,1251,34,22,10,2,0,34,1,9,0,15311,0,,,,,2.72,2.72,202604-W4
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3877556368299771569,2026-04-17 17:19:20,2026-04-17 17:19:20,,04-17-2026 17:19,Friday,17:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3877556368299771569,microsoftlearn,,Conversation,,1304,14,13,1,0,0,951,0,0,0,125690,1053,,1054.0,6.0,1188.0,1.07,1.07,202604-W3
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3867383102234899444,2026-04-03 16:26:53,2026-04-03 16:26:53,,04-03-2026 16:26,Friday,16:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3867383102234899444,microsoftlearn,,Informational,Microsoft Learn,2235,42,31,0,0,11,1089,0,0,0,122391,1077,,1960.0,1.0,1187.0,1.88,1.88,202604-W1
TikTok,What’s your go-to Microsoft tool?,SENT,Microsoft Learn,TIKTOK_BUSINESS,Emma Casey,MSFT Learn | AON (Universal),https://www.tiktok.com/@microsoftlearn/video/7631753166127631630,2026-04-22 21:00:00,2026-04-22 21:00:00,,04-22-2026 21:00,Wednesday,21:00,, , ,Copilot, ,MSFT Learn | Microsoft created,General,,Video,https://www.tiktok.com/@microsoftlearn/video/7631753166127631630,Microsoft Learn,,Conversation,,1306,42,39,3,0,0,1348,1,2,0,9970,0,,,,,3.22,3.22,202604-W4
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3877365814148454767,2026-04-17 11:00:45,2026-04-17 11:00:45,,04-17-2026 11:00,Friday,11:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,NextGen,,Photo,https://www.instagram.com/stories/microsoftlearn/3877365814148454767,microsoftlearn,,Conversation,,1367,15,15,0,0,0,810,0,0,0,125690,1173,,1152.0,5.0,1184.0,1.1,1.1,202604-W3
Threads,"Hot take: If your meeting doesn’t require discussion, it should be an email.",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DWl3RVeFhEq,2026-04-01 10:00:14,2026-04-01 10:00:14,,04-01-2026 10:00,Wednesday,10:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DWl3RVeFhEq,microsoftlearn,,Conversation,,1361,12,11,0,1,0,12,0,0,0,14353,0,,,,,0.88,0.88,202604-W1
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3876832030059644116,2026-04-16 17:20:13,2026-04-16 17:20:13,,04-16-2026 17:20,Thursday,17:00,, , ,Copilot, ,MSFT Learn | Microsoft created,Developer,,Photo,https://www.instagram.com/stories/microsoftlearn/3876832030059644116,microsoftlearn,,Informational,Other,1405,14,14,0,0,0,915,0,0,0,125523,1136,,1138.0,9.0,1227.0,1.0,1.0,202604-W3
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3867382867320370722,2026-04-03 16:26:25,2026-04-03 16:26:25,,04-03-2026 16:26,Friday,16:00,, , ,Microsoft Certifications, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3867382867320370722,microsoftlearn,,Informational,Microsoft Learn,2453,53,36,0,1,16,1098,0,0,0,122391,1169,,2137.0,2.0,1245.0,2.16,2.16,202604-W1
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3871025711100790581,2026-04-08 17:04:06,2026-04-08 17:04:06,,04-08-2026 17:04,Wednesday,17:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3871025711100790581,microsoftlearn,,Conversation,,1414,13,12,1,0,0,919,0,0,0,123566,1167,,1170.0,5.0,1287.0,0.92,0.92,202604-W2
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | OBO (Universal),https://www.instagram.com/stories/microsoftlearn/3881970909666281458,2026-04-23 19:30:15,2026-04-23 19:30:15,,04-23-2026 19:30,Thursday,19:00,, , ,Other, ,MSFT Learn | Agency (Dojo) created,Biz User,,Photo,https://www.instagram.com/stories/microsoftlearn/3881970909666281458,microsoftlearn,,Informational,Microsoft Learn,1433,39,19,0,0,20,872,0,0,0,126629,1156,,1163.0,4.0,1275.0,2.72,2.72,202604-W4
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3867382586553621656,2026-04-03 16:25:51,2026-04-03 16:25:51,,04-03-2026 16:25,Friday,16:00,, , ,Other, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3867382586553621656,microsoftlearn,,Informational,,2691,36,36,0,0,0,1109,0,0,0,122391,1237,,2363.0,3.0,1329.0,1.34,1.34,202604-W1
Threads,"Save yourself the headache:
If you can’t trace a number back to its source, don’t use it to make decisions.",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DXW6tD5lD-W,2026-04-20 11:13:00,2026-04-20 11:13:19,,04-20-2026 11:13,Monday,11:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,Biz User,,Text,https://www.threads.com/@microsoftlearn/post/DXW6tD5lD-W,microsoftlearn,,Conversation,,1535,24,19,2,3,0,24,0,2,0,15196,0,,,,,1.56,1.56,202604-W3
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3865865272972387697,2026-04-01 14:11:13,2026-04-01 14:11:13,,04-01-2026 14:11,Wednesday,14:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Video,https://www.instagram.com/stories/microsoftlearn/3865865272972387697,microsoftlearn,,Conversation,,1717,26,24,1,1,0,905,0,0,0,121986,1415,,1426.0,4.0,1243.0,1.51,1.51,202604-W1
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | OBO (Universal),https://www.instagram.com/stories/microsoftlearn/3882598610513296812,2026-04-24 16:17:23,2026-04-24 16:17:23,,04-24-2026 16:17,Friday,16:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3882598610513296812,microsoftlearn,,Informational,Other,1791,54,18,2,3,31,839,0,0,0,126754,1455,,1456.0,14.0,1493.0,3.02,3.02,202604-W4
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3881850214508850167,2026-04-23 15:30:27,2026-04-23 15:30:27,,04-23-2026 15:30,Thursday,15:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3881850214508850167,microsoftlearn,,Conversation,,1775,37,36,1,0,0,957,0,0,0,126629,1497,,1501.0,11.0,1560.0,2.08,2.08,202604-W4
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3872390604932503537,2026-04-10 14:15:53,2026-04-10 14:15:53,,04-10-2026 14:15,Friday,14:00,, , ,Other, ,MSFT Learn | Microsoft created,Developer,,Photo,https://www.instagram.com/stories/microsoftlearn/3872390604932503537,microsoftlearn,,Informational,Other,1793,20,17,2,1,0,963,0,0,0,124012,1488,,1495.0,14.0,1623.0,1.12,1.12,202604-W2
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3876813911194833240,2026-04-16 16:44:13,2026-04-16 16:44:13,,04-16-2026 16:44,Thursday,16:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3876813911194833240,microsoftlearn,,Conversation,,1777,16,15,1,0,0,909,0,0,0,125523,1495,,1480.0,20.0,1553.0,0.9,0.9,202604-W3
Instagram,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3865865166420275750,2026-04-01 14:11:01,2026-04-01 14:11:01,,04-01-2026 14:11,Wednesday,14:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Video,https://www.instagram.com/stories/microsoftlearn/3865865166420275750,microsoftlearn,,Conversation,,1794,1083,0,0,0,0,1083,0,0,0,121986,1549,,,,,60.37,60.37,202604-W1
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3871025457236345281,2026-04-08 17:03:35,2026-04-08 17:03:35,,04-08-2026 17:03,Wednesday,17:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3871025457236345281,microsoftlearn,,Conversation,,1823,14,14,0,0,0,987,0,0,0,123566,1562,,1520.0,11.0,1601.0,0.77,0.77,202604-W2
X,Learn more about MCP Server here https://t.co/VmZdQ0VGR7,SENT,Microsoft Learn,TWITTER,SprinklrSystem ,[Auto Import] (Universal),https://twitter.com/MicrosoftLearn/status/2040085127410196626,2026-04-03 11:12:51,2026-04-03 11:12:51,,04-03-2026 11:12,Friday,11:00,, , ,, ,,,,Link,https://twitter.com/MicrosoftLearn/status/2040085127410196626,Microsoft Learn,,,,1858,25,3,1,0,0,25,0,0,1,483866,0,,,,,1.35,1.35,202604-W1
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3884887566474770380,2026-04-27 20:05:07,2026-04-27 20:05:07,,04-27-2026 20:05,Monday,20:00,, , ,Other, ,MSFT Learn | Microsoft created,Developer,,Photo,https://www.instagram.com/stories/microsoftlearn/3884887566474770380,microsoftlearn,,Brand,Other,1961,30,27,3,0,0,1028,0,0,0,127241,1615,,1618.0,15.0,1728.0,1.53,1.53,202604-W4
Threads,Learning is so funny because what do you mean you can struggle with something for hours then it'll randomly click and you understand it in 30 seconds the next day???,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DW_nMdgmAxA,2026-04-11 10:00:00,2026-04-11 10:00:20,,04-11-2026 10:00,Saturday,10:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DW_nMdgmAxA,microsoftlearn,,Conversation,,1934,19,18,0,1,0,19,0,0,0,14858,0,,,,,0.98,0.98,202604-W2
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3875198580143642283,2026-04-14 11:14:33,2026-04-14 11:14:33,,04-14-2026 11:14,Tuesday,11:00,, , ,Other, ,MSFT Learn | Microsoft created,NextGen,,Video,https://www.instagram.com/stories/microsoftlearn/3875198580143642283,microsoftlearn,,Informational,Other,2062,52,25,10,17,0,954,0,0,0,124962,0,,1631.0,14.0,1704.0,2.52,2.52,202604-W2
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3867382259649563373,2026-04-03 16:25:12,2026-04-03 16:25:12,,04-03-2026 16:25,Friday,16:00,, , ,Other, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.instagram.com/stories/microsoftlearn/3867382259649563373,microsoftlearn,,Informational,Microsoft Learn,3857,79,49,1,4,25,1047,0,0,0,122391,1711,,3236.0,32.0,1723.0,2.05,2.05,202604-W1
X,Your expertise drives it. AI builds it: https://aiskillsnavigator.microsoft.com/player?catalogId=module-744d5ffbc281be45a11c4fd62bc2f60d215718c17036a91cf7da7c13abdebddc/?UTM_Source=SOC_Social&UTM_Medium=Social&UTM_Campaign=VibeCoding_AON&UTM_Term=AON,SENT,Microsoft Learn,TWITTER,Marlon Zanatti,MSFT Learn | Business Users (Universal),https://twitter.com/MicrosoftLearn/status/2045502614695981400,2026-04-18 10:00:00,2026-04-18 10:00:01,,04-18-2026 10:00,Saturday,10:00,, , ,AI Skills Navigator (AISN), ,MSFT Learn | Microsoft created,Biz User,,Link,https://twitter.com/MicrosoftLearn/status/2045502614695981400,Microsoft Learn,,Educational,ASN,10072,339,36,1,9,355,62,0,0,1,493186,0,,,,,3.37,3.37,202604-W3
Threads,Be honest: How often do you spend time fixing your process vs getting work done?,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DWtloU8kSKj,2026-04-04 10:00:00,2026-04-04 10:00:20,,04-04-2026 10:00,Saturday,10:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DWtloU8kSKj,microsoftlearn,,Conversation,,2585,30,21,8,1,0,30,3,3,2,14443,0,,,,,1.16,1.16,202604-W1
